Retailer,InvoiceDate,Region,State,City,Product,Price per Unit,UnitsSold,TotalSales,OperatingProfit,OperatingMargin,SalesMethod,state_code
foot locker,2019-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,65.0,1579,102635.0,47210.0,46.0,Online,NM
kohl's,2019-07-25,Southeast,Kentucky,Louisville,Men's Athletic Footwear,60.0,1059,63540.0,31770.0,50.0,Outlet,KY
kohl's,2019-07-25,Midwest,North Dakota,Fargo,Men's Street Footwear,40.0,1286,51440.0,22630.0,44.0,Online,ND
foot locker,2019-07-25,Southeast,Georgia,Atlanta,Men's Street Footwear,70.0,1969,137830.0,53750.0,39.0,Online,GA
sports direct,2019-07-25,Midwest,Montana,Billings,Women's Street Footwear,35.0,1976,69160.0,21440.0,31.0,Outlet,MT
amazon,2019-07-25,Southeast,Virginia,Richmond,Women's Street Footwear,60.0,1061,63660.0,33740.0,53.0,Online,VA
west gear,2019-07-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.0,1529,84095.0,37840.0,45.0,Outlet,NM
amazon,2019-07-26,Midwest,Missouri,St. Louis,Women's Athletic Footwear,60.0,1224,73440.0,41130.0,56.0,Online,MO
foot locker,2019-07-26,South,Louisiana,New Orleans,Men's Apparel,40.0,1767,70680.0,34630.0,49.0,Outlet,LA
sports direct,2019-07-26,South,Tennessee,Knoxville,Men's Street Footwear,35.0,1969,68915.0,22050.0,32.0,In-store,TN
west gear,2019-07-26,Southeast,Virginia,Richmond,Women's Street Footwear,60.0,1787,107220.0,48250.0,45.0,Outlet,VA
sports direct,2019-07-26,South,Tennessee,Knoxville,Women's Athletic Footwear,40.0,1218,48720.0,24360.0,50.0,Online,TN
sports direct,2019-07-26,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,65.0,1874,121810.0,73090.0,60.0,Online,WI
amazon,2019-07-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,60.0,1903,114180.0,47960.0,42.0,Online,MN
sports direct,2019-07-26,Southeast,Georgia,Atlanta,Men's Apparel,40.0,1913,76520.0,39030.0,51.0,Outlet,GA
walmart,2019-07-26,Northeast,West Virginia,Charleston,Women's Apparel,60.0,1418,85080.0,38290.0,45.0,Online,WV
kohl's,2019-07-26,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,40.0,1017,40680.0,17490.0,43.0,Online,PA
west gear,2019-07-26,Southeast,Kentucky,Louisville,Women's Street Footwear,65.0,1713,111345.0,53450.0,48.0,Online,KY
sports direct,2019-07-26,Midwest,Montana,Billings,Women's Apparel,60.0,1102,66120.0,33720.0,51.0,Outlet,MT
walmart,2019-07-26,Northeast,New Jersey,Newark,Men's Apparel,70.0,1965,137550.0,42640.0,31.0,Online,NJ
amazon,2019-07-26,Midwest,Ohio,Columbus,Men's Apparel,65.0,1348,87620.0,27160.0,31.0,Online,OH
amazon,2019-07-26,Midwest,Missouri,St. Louis,Men's Street Footwear,50.0,1822,91100.0,34620.0,38.0,Online,MO
foot locker,2019-07-26,Northeast,Connecticut,Hartford,Women's Apparel,70.0,1226,85820.0,41190.0,48.0,Outlet,CT
west gear,2019-07-26,West,Nevada,Las Vegas,Men's Athletic Footwear,30.0,1191,35730.0,20010.0,56.0,In-store,NV
sports direct,2019-07-26,West,Alaska,Anchorage,Men's Apparel,55.0,1069,58795.0,23520.0,40.0,Online,AK
sports direct,2019-07-26,Southeast,Georgia,Atlanta,Men's Street Footwear,40.0,1114,44560.0,18270.0,41.0,Outlet,GA
west gear,2019-07-26,West,Idaho,Boise,Men's Street Footwear,70.0,1743,122010.0,63450.0,52.0,Outlet,ID
foot locker,2019-07-26,Northeast,Maryland,Baltimore,Men's Athletic Footwear,60.0,1375,82500.0,37950.0,46.0,Outlet,MD
west gear,2019-07-26,West,Washington,Seattle,Women's Athletic Footwear,40.0,1289,51560.0,19080.0,37.0,Outlet,WA
sports direct,2019-07-26,South,Tennessee,Knoxville,Men's Athletic Footwear,40.0,1473,58920.0,25340.0,43.0,Online,TN
west gear,2019-07-26,West,Alaska,Anchorage,Women's Apparel,55.0,1977,108735.0,65240.0,60.0,Outlet,AK
west gear,2019-07-26,West,Hawaii,Honolulu,Women's Apparel,30.0,1117,33510.0,18430.0,55.0,Online,HI
kohl's,2019-07-27,South,Alabama,Birmingham,Men's Apparel,35.0,1204,42140.0,24860.0,59.0,In-store,AL
walmart,2019-07-27,Midwest,Missouri,St. Louis,Men's Apparel,50.0,1999,99950.0,39980.0,40.0,Outlet,MO
foot locker,2019-07-27,South,Oklahoma,Oklahoma City,Women's Street Footwear,55.0,1199,65945.0,20440.0,31.0,Outlet,OK
foot locker,2019-07-27,West,Alaska,Anchorage,Men's Street Footwear,50.0,1583,79150.0,43530.0,55.0,Online,AK
walmart,2019-07-27,Southeast,Florida,Miami,Men's Athletic Footwear,40.0,1133,45320.0,21300.0,47.0,Outlet,FL
west gear,2019-07-27,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40.0,1177,47080.0,25890.0,55.0,Online,MN
kohl's,2019-07-27,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,1040,46800.0,16380.0,35.0,Outlet,IL
west gear,2019-07-27,West,New Mexico,Albuquerque,Men's Street Footwear,30.0,1329,39870.0,19540.0,49.0,In-store,NM
amazon,2019-07-27,Southeast,Florida,Miami,Women's Street Footwear,65.0,1853,120445.0,67450.0,56.0,Online,FL
sports direct,2019-07-27,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50.0,1303,65150.0,20200.0,31.0,In-store,PA
foot locker,2019-07-27,South,Texas,Dallas,Women's Apparel,50.0,1646,82300.0,29630.0,36.0,Outlet,TX
amazon,2019-07-27,Midwest,Michigan,Detroit,Women's Athletic Footwear,50.0,1325,66250.0,31800.0,48.0,Online,MI
kohl's,2019-07-27,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,60.0,1293,77580.0,44220.0,56.9999999999999,In-store,PA
walmart,2019-07-27,West,Hawaii,Honolulu,Men's Athletic Footwear,45.0,1445,65025.0,32510.0,50.0,In-store,HI
walmart,2019-07-27,Midwest,Montana,Billings,Men's Apparel,30.0,1056,31680.0,18370.0,57.9999999999999,Online,MT
kohl's,2019-07-27,Southeast,Virginia,Richmond,Women's Street Footwear,60.0,1797,107820.0,45280.0,42.0,In-store,VA
kohl's,2019-07-27,South,Oklahoma,Oklahoma City,Men's Apparel,55.0,1977,108735.0,57630.0,53.0,In-store,OK
amazon,2019-07-27,South,Mississippi,Jackson,Men's Athletic Footwear,70.0,1892,132440.0,58270.0,44.0,Online,MS
amazon,2019-07-27,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.0,1682,100920.0,34310.0,34.0,Online,VA
amazon,2019-07-27,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35.0,1052,36820.0,20620.0,56.0,Online,WI
sports direct,2019-07-27,Northeast,Massachusetts,Boston,Men's Apparel,65.0,1600,104000.0,60320.0,57.9999999999999,In-store,MA
amazon,2019-07-27,South,Oklahoma,Oklahoma City,Women's Street Footwear,35.0,1434,50190.0,22080.0,44.0,Online,OK
sports direct,2019-07-27,Southeast,Florida,Miami,Women's Street Footwear,45.0,1667,75015.0,33010.0,44.0,Online,FL
foot locker,2019-07-27,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,50.0,1708,85400.0,25620.0,30.0,Online,MN
foot locker,2019-07-27,Southeast,North Carolina,Charlotte,Men's Street Footwear,55.0,1556,85580.0,37660.0,44.0,Online,NC
kohl's,2019-07-28,Midwest,Iowa,Des Moines,Men's Apparel,45.0,1084,48780.0,28290.0,57.9999999999999,Online,IA
foot locker,2019-07-28,Northeast,New Hampshire,Manchester,Women's Street Footwear,55.0,1481,81455.0,48060.0,59.0,Outlet,NH
walmart,2019-07-28,Southeast,Florida,Orlando,Women's Athletic Footwear,50.0,1017,50850.0,16270.0,32.0,In-store,FL
kohl's,2019-07-28,Midwest,Nebraska,Omaha,Men's Apparel,30.0,1731,51930.0,25450.0,49.0,In-store,NE
kohl's,2019-07-28,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,1004,65260.0,36550.0,56.0,Outlet,NV
foot locker,2019-07-28,West,Arizona,Phoenix,Women's Street Footwear,55.0,1637,90035.0,36910.0,41.0,In-store,AZ
walmart,2019-07-28,West,Arizona,Phoenix,Men's Athletic Footwear,60.0,1722,103320.0,38230.0,37.0,In-store,AZ
walmart,2019-07-28,Northeast,Vermont,Burlington,Women's Apparel,50.0,1809,90450.0,45220.0,50.0,Online,VT
kohl's,2019-07-28,South,Alabama,Birmingham,Men's Apparel,40.0,1501,60040.0,27620.0,46.0,In-store,AL
foot locker,2019-07-28,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45.0,1780,80100.0,25630.0,32.0,Outlet,SD
walmart,2019-07-28,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,1645,74025.0,33310.0,45.0,Online,KY
sports direct,2019-07-28,Midwest,South Dakota,Sioux Falls,Women's Apparel,40.0,1434,57360.0,32700.0,56.9999999999999,Outlet,SD
kohl's,2019-07-28,West,Hawaii,Honolulu,Men's Street Footwear,35.0,1149,40215.0,21310.0,53.0,Outlet,HI
west gear,2019-07-28,Northeast,Vermont,Burlington,Women's Street Footwear,55.0,1384,76120.0,35780.0,47.0,In-store,VT
amazon,2019-07-28,South,Alabama,Birmingham,Men's Apparel,45.0,1607,72315.0,29650.0,41.0,Online,AL
walmart,2019-07-28,Midwest,Kansas,Wichita,Women's Apparel,35.0,1732,60620.0,35770.0,59.0,In-store,KS
amazon,2019-07-28,South,Texas,Dallas,Women's Street Footwear,40.0,1592,63680.0,25470.0,40.0,Online,TX
kohl's,2019-07-28,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.0,1703,76635.0,26820.0,35.0,In-store,ND
walmart,2019-07-28,Midwest,Nebraska,Omaha,Women's Apparel,55.0,1536,84480.0,50690.0,60.0,In-store,NE
foot locker,2019-07-28,Southeast,Georgia,Atlanta,Men's Apparel,35.0,1481,51835.0,17110.0,33.0,In-store,GA
foot locker,2019-07-28,West,Utah,Salt Lake City,Men's Street Footwear,45.0,1937,87165.0,27890.0,32.0,In-store,UT
kohl's,2019-07-28,West,Nevada,Las Vegas,Women's Athletic Footwear,45.0,1693,76185.0,32000.0,42.0,Online,NV
foot locker,2019-07-28,Northeast,Maine,Portland,Women's Apparel,55.0,1251,68805.0,39910.0,57.9999999999999,Online,ME
kohl's,2019-07-28,Southeast,North Carolina,Charlotte,Women's Street Footwear,30.0,1110,33300.0,18650.0,56.0,Online,NC
sports direct,2019-07-28,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,1844,73760.0,35400.0,48.0,Outlet,CT
walmart,2019-07-29,South,Louisiana,New Orleans,Women's Street Footwear,50.0,1707,85350.0,43530.0,51.0,Outlet,LA
kohl's,2019-07-29,West,Arizona,Phoenix,Women's Apparel,50.0,1439,71950.0,34540.0,48.0,In-store,AZ
walmart,2019-07-29,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35.0,1851,64785.0,36930.0,56.9999999999999,In-store,WV
walmart,2019-07-29,West,Hawaii,Honolulu,Women's Apparel,65.0,1252,81380.0,25230.0,31.0,Online,HI
west gear,2019-07-29,South,Mississippi,Jackson,Women's Street Footwear,60.0,1280,76800.0,43010.0,56.0,In-store,MS
kohl's,2019-07-29,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,1142,45680.0,20560.0,45.0,Online,NJ
west gear,2019-07-29,Midwest,Iowa,Des Moines,Men's Athletic Footwear,40.0,1081,43240.0,13840.0,32.0,Online,IA
kohl's,2019-07-29,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35.0,1764,61740.0,22840.0,37.0,In-store,KY
west gear,2019-07-29,Southeast,Kentucky,Louisville,Women's Apparel,40.0,1161,46440.0,23680.0,51.0,In-store,KY
amazon,2019-07-29,Midwest,Wisconsin,Milwaukee,Women's Apparel,35.0,1340,46900.0,23920.0,51.0,Online,WI
kohl's,2019-07-29,South,Tennessee,Knoxville,Men's Athletic Footwear,70.0,1411,98770.0,36540.0,37.0,In-store,TN
west gear,2019-07-29,Southeast,Georgia,Atlanta,Women's Apparel,30.0,1424,42720.0,22210.0,52.0,Outlet,GA
west gear,2019-07-29,Southeast,South Carolina,Charleston,Men's Apparel,35.0,1429,50015.0,20010.0,40.0,In-store,SC
foot locker,2019-07-29,West,Wyoming,Cheyenne,Men's Street Footwear,60.0,1159,69540.0,21560.0,31.0,Outlet,WY
sports direct,2019-07-29,Northeast,New York,New York,Men's Street Footwear,50.0,1914,95700.0,36370.0,38.0,Outlet,NY
walmart,2019-07-29,Northeast,Maryland,Baltimore,Women's Athletic Footwear,45.0,1320,59400.0,20790.0,35.0,Online,MD
sports direct,2019-07-29,Northeast,Connecticut,Hartford,Men's Apparel,45.0,1856,83520.0,37580.0,45.0,Online,CT
amazon,2019-07-29,South,Alabama,Birmingham,Men's Athletic Footwear,60.0,1844,110640.0,40940.0,37.0,Online,AL
west gear,2019-07-29,West,Hawaii,Honolulu,Women's Athletic Footwear,45.0,1990,89550.0,51040.0,56.9999999999999,Outlet,HI
walmart,2019-07-29,Northeast,Maine,Portland,Women's Apparel,40.0,1080,43200.0,22030.0,51.0,Outlet,ME
foot locker,2019-07-29,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,1960,78400.0,36060.0,46.0,Outlet,RI
west gear,2019-07-29,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.0,1824,109440.0,50340.0,46.0,Online,SD
west gear,2019-07-29,South,Mississippi,Jackson,Women's Street Footwear,35.0,1137,39795.0,20300.0,51.0,Outlet,MS
foot locker,2019-07-29,Northeast,Vermont,Burlington,Men's Street Footwear,55.0,1611,88605.0,46070.0,52.0,Outlet,VT
foot locker,2019-07-29,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,1173,76245.0,38880.0,51.0,In-store,NH
sports direct,2019-07-30,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,1608,88440.0,44220.0,50.0,In-store,NM
sports direct,2019-07-30,Northeast,Maryland,Baltimore,Women's Athletic Footwear,65.0,1422,92430.0,30500.0,33.0,In-store,MD
amazon,2019-07-30,Southeast,North Carolina,Charlotte,Men's Apparel,40.0,1163,46520.0,16750.0,36.0,Online,NC
sports direct,2019-07-30,Midwest,Indiana,Indianapolis,Women's Street Footwear,40.0,1714,68560.0,37020.0,54.0,Online,IN
walmart,2019-07-30,Northeast,New York,New York,Men's Athletic Footwear,70.0,1917,134190.0,49650.0,37.0,Online,NY
kohl's,2019-07-30,West,New Mexico,Albuquerque,Men's Apparel,65.0,1852,120380.0,54170.0,45.0,In-store,NM
sports direct,2019-07-30,Southeast,South Carolina,Charleston,Men's Athletic Footwear,65.0,1155,75075.0,24770.0,33.0,In-store,SC
kohl's,2019-07-30,Northeast,New Jersey,Newark,Men's Apparel,55.0,1416,77880.0,24140.0,31.0,Online,NJ
kohl's,2019-07-30,Northeast,New York,New York,Men's Athletic Footwear,35.0,1657,57995.0,24940.0,43.0,In-store,NY
walmart,2019-07-30,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,55.0,1482,81510.0,29340.0,36.0,Outlet,MN
west gear,2019-07-30,Midwest,Montana,Billings,Men's Apparel,70.0,1654,115780.0,55570.0,48.0,Outlet,MT
kohl's,2019-07-30,Southeast,North Carolina,Charlotte,Women's Street Footwear,55.0,1933,106315.0,48900.0,46.0,In-store,NC
foot locker,2019-07-30,Southeast,South Carolina,Charleston,Men's Street Footwear,45.0,1063,47835.0,27270.0,56.9999999999999,Outlet,SC
west gear,2019-07-30,Southeast,Georgia,Atlanta,Men's Street Footwear,35.0,1527,53445.0,20310.0,38.0,Outlet,GA
kohl's,2019-07-30,Northeast,Vermont,Burlington,Women's Athletic Footwear,65.0,1621,105365.0,36880.0,35.0,In-store,VT
walmart,2019-07-30,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,1141,51345.0,27210.0,53.0,Online,IL
foot locker,2019-07-30,Midwest,Montana,Billings,Men's Apparel,45.0,1656,74520.0,30550.0,41.0,In-store,MT
sports direct,2019-07-30,Midwest,Indiana,Indianapolis,Women's Street Footwear,45.0,1027,46215.0,18020.0,39.0,Online,IN
west gear,2019-07-30,South,Tennessee,Knoxville,Men's Apparel,55.0,1043,57365.0,18930.0,33.0,In-store,TN
west gear,2019-07-30,West,Arizona,Phoenix,Men's Athletic Footwear,35.0,1646,57610.0,29960.0,52.0,Outlet,AZ
amazon,2019-07-30,South,Arkansas,Little Rock,Women's Athletic Footwear,40.0,1239,49560.0,17350.0,35.0,Online,AR
amazon,2019-07-30,West,Wyoming,Cheyenne,Women's Athletic Footwear,50.0,1160,58000.0,26680.0,46.0,Online,WY
sports direct,2019-07-30,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.0,1906,85770.0,27450.0,32.0,Outlet,IN
foot locker,2019-07-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.0,1839,82755.0,35580.0,43.0,In-store,PA
kohl's,2019-07-30,West,Wyoming,Cheyenne,Men's Athletic Footwear,70.0,1771,123970.0,53310.0,43.0,In-store,WY
west gear,2019-07-31,West,Hawaii,Honolulu,Women's Street Footwear,65.0,1592,103480.0,41390.0,40.0,Outlet,HI
west gear,2019-07-31,Northeast,Pennsylvania,Philadelphia,Women's Apparel,60.0,1876,112560.0,40520.0,36.0,Outlet,PA
sports direct,2019-07-31,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.0,1226,61300.0,33720.0,55.0,In-store,WI
west gear,2019-07-31,West,Arizona,Phoenix,Men's Street Footwear,65.0,1246,80990.0,47780.0,59.0,Online,AZ
amazon,2019-07-31,Midwest,South Dakota,Sioux Falls,Women's Apparel,45.0,1721,77445.0,36400.0,47.0,Online,SD
walmart,2019-07-31,West,Idaho,Boise,Women's Athletic Footwear,65.0,1013,65845.0,36870.0,56.0,Outlet,ID
west gear,2019-07-31,West,Arizona,Phoenix,Men's Athletic Footwear,45.0,1089,49005.0,21070.0,43.0,In-store,AZ
foot locker,2019-07-31,South,Alabama,Birmingham,Women's Apparel,65.0,1185,77025.0,37740.0,49.0,In-store,AL
walmart,2019-07-31,South,Arkansas,Little Rock,Women's Street Footwear,30.0,1077,32310.0,14220.0,44.0,Outlet,AR
west gear,2019-07-31,West,Washington,Seattle,Women's Apparel,55.0,1170,64350.0,27030.0,42.0,Outlet,WA
amazon,2019-07-31,West,Arizona,Phoenix,Women's Athletic Footwear,50.0,1195,59750.0,30470.0,51.0,Online,AZ
foot locker,2019-07-31,Northeast,Connecticut,Hartford,Men's Apparel,60.0,1835,110100.0,50650.0,46.0,In-store,CT
west gear,2019-07-31,Northeast,Maine,Portland,Women's Athletic Footwear,55.0,1417,77935.0,37410.0,48.0,Outlet,ME
foot locker,2019-07-31,West,Nevada,Las Vegas,Men's Street Footwear,60.0,1544,92640.0,50950.0,55.0,Outlet,NV
walmart,2019-07-31,South,Texas,Houston,Women's Apparel,35.0,1226,42910.0,23600.0,55.0,Outlet,TX
kohl's,2019-07-31,West,Washington,Seattle,Men's Athletic Footwear,50.0,1551,77550.0,42650.0,55.0,Online,WA
walmart,2019-07-31,Midwest,North Dakota,Fargo,Men's Apparel,55.0,1076,59180.0,23670.0,40.0,Online,ND
amazon,2019-07-31,Southeast,Virginia,Richmond,Women's Street Footwear,65.0,1031,67015.0,39540.0,59.0,Online,VA
walmart,2019-07-31,South,Oklahoma,Oklahoma City,Women's Apparel,65.0,1425,92625.0,53720.0,57.9999999999999,Online,OK
sports direct,2019-07-31,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35.0,1953,68355.0,26660.0,39.0,In-store,OK
amazon,2019-07-31,Midwest,Michigan,Detroit,Men's Athletic Footwear,60.0,1231,73860.0,24370.0,33.0,Online,MI
amazon,2019-07-31,South,Tennessee,Knoxville,Women's Athletic Footwear,35.0,1780,62300.0,23050.0,37.0,Online,TN
kohl's,2019-07-31,Northeast,Vermont,Burlington,Men's Street Footwear,55.0,1401,77055.0,40070.0,52.0,Outlet,VT
walmart,2019-07-31,South,Alabama,Birmingham,Women's Street Footwear,40.0,1243,49720.0,18400.0,37.0,Online,AL
foot locker,2019-07-31,West,Nevada,Las Vegas,Men's Athletic Footwear,60.0,1598,95880.0,36430.0,38.0,In-store,NV
kohl's,2019-08-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45.0,1445,65025.0,33810.0,52.0,Online,MN
foot locker,2019-08-01,West,California,San Francisco,Women's Street Footwear,40.0,1984,79360.0,33330.0,42.0,In-store,CA
walmart,2019-08-01,Northeast,Massachusetts,Boston,Women's Athletic Footwear,30.0,1704,51120.0,20960.0,41.0,In-store,MA
walmart,2019-08-01,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45.0,1616,72720.0,33450.0,46.0,Online,PA
west gear,2019-08-01,South,Mississippi,Jackson,Women's Athletic Footwear,50.0,1197,59850.0,26330.0,44.0,Online,MS
sports direct,2019-08-01,Midwest,Kansas,Wichita,Men's Apparel,55.0,1546,85030.0,45070.0,53.0,In-store,KS
west gear,2019-08-01,West,California,San Francisco,Men's Athletic Footwear,50.0,1603,80150.0,36870.0,46.0,In-store,CA
walmart,2019-08-01,West,Idaho,Boise,Women's Street Footwear,50.0,1338,66900.0,36130.0,54.0,Outlet,ID
west gear,2019-08-01,Midwest,Illinois,Chicago,Women's Athletic Footwear,35.0,1142,39970.0,18790.0,47.0,In-store,IL
west gear,2019-08-01,Northeast,Delaware,Wilmington,Men's Apparel,45.0,1736,78120.0,40620.0,52.0,Outlet,DE
west gear,2019-08-01,West,Alaska,Anchorage,Men's Apparel,70.0,1927,134890.0,79590.0,59.0,Outlet,AK
foot locker,2019-08-01,West,California,San Francisco,Women's Street Footwear,50.0,1034,51700.0,25330.0,49.0,Outlet,CA
kohl's,2019-08-01,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.0,1938,87210.0,42730.0,49.0,Outlet,NM
amazon,2019-08-01,Midwest,Nebraska,Omaha,Women's Street Footwear,35.0,1663,58205.0,28520.0,49.0,Online,NE
amazon,2019-08-01,Northeast,Vermont,Burlington,Men's Street Footwear,45.0,1568,70560.0,41630.0,59.0,Online,VT
west gear,2019-08-01,Northeast,Connecticut,Hartford,Men's Street Footwear,60.0,1541,92460.0,47150.0,51.0,Outlet,CT
kohl's,2019-08-01,South,Texas,Dallas,Men's Apparel,40.0,1163,46520.0,21400.0,46.0,Online,TX
foot locker,2019-08-01,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40.0,1372,54880.0,31830.0,57.9999999999999,In-store,ND
foot locker,2019-08-01,Southeast,North Carolina,Charlotte,Women's Apparel,30.0,1544,46320.0,25940.0,56.0,In-store,NC
walmart,2019-08-01,Southeast,Kentucky,Louisville,Women's Athletic Footwear,70.0,1272,89040.0,36510.0,41.0,Online,KY
west gear,2019-08-01,West,Washington,Seattle,Women's Athletic Footwear,70.0,1651,115570.0,69340.0,60.0,In-store,WA
walmart,2019-08-01,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.0,1173,58650.0,27570.0,47.0,In-store,NM
foot locker,2019-08-01,Northeast,West Virginia,Charleston,Men's Athletic Footwear,50.0,1979,98950.0,36610.0,37.0,Outlet,WV
kohl's,2019-08-01,Northeast,West Virginia,Charleston,Women's Apparel,60.0,1365,81900.0,29480.0,36.0,Online,WV
sports direct,2019-08-01,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.0,1546,69570.0,25740.0,37.0,Online,SD
kohl's,2019-08-02,Southeast,Virginia,Richmond,Women's Street Footwear,45.0,1170,52650.0,30010.0,56.9999999999999,In-store,VA
foot locker,2019-08-02,Northeast,Massachusetts,Boston,Men's Street Footwear,60.0,1319,79140.0,34820.0,44.0,In-store,MA
kohl's,2019-08-02,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,40.0,1963,78520.0,40050.0,51.0,Online,IN
